gene1	gene2	llmsa	count
PTRH2	UBE2K	11.812046353013969	7082
AIF1	TFDP1	11.793100092162717	95919
S100A2	SUMO3	11.761932411648559	3114
GTF2F2	UBE2D3	11.756727220036694	4866
TDRD3	YWHAG	11.72249524866519	56294
MCIDAS	SUFU	11.719843159548986	27576
BTBD2	NUDT5	11.70194320210986	22799
PARK7	RAB14	11.688916321350938	6909
CA13	CIB1	11.665705579551485	14472
CDC25C	RPSA	11.582581185535233	15045
GINS4	NKX2-5	11.531994637799713	29012
CYB5R4	OGT	11.5286929478943	57288
GLRX5	ITGB1BP1	11.508378886744783	8580
DCUN1D1	FOS	11.430464999932475	30999
EED	LAMTOR3	11.427382896392707	6664
ITGB1BP1	RPA3	11.368774352573809	9419
BRK1	GSTA4	11.357639184685112	2305
AIF1	RPL10	11.356231903277958	37067
SF3B14	TPI1	11.294181141448675	2212
ARF4	TNFSF10	11.2364547994081	14808
MCPH1	NR1D1	11.22721114074659	22814
HSBP1	SULT1C4	11.218419145927413	4875
DCTD	HPGDS	11.197065280837023	3525
ARL5B	PEBP1	11.194469165047309	10294
EED	MOCS2	11.126944963717314	15923
RAB35	RELA	11.116431473582495	10934
ATG12	KCNQ1	11.115801466505971	9342
NEDD8	RHOU	11.11245230459577	1653
CLIC4	DYNLL2	11.092735041051817	1319
CHIA	KRAS	11.03731249135923	14967
ESR2	TAF11	11.014969305840197	23372
METAP2	NHP2L1	10.975596118380466	4484
GC	ID2	10.949422519527587	20996
ACTN1	GFRA3	10.944475395479913	14234
PPP1CA	TASP1	10.94068271265872	14974
PARVB	SRP54	10.934844975107048	21532
MCPH1	TCEB1	10.933263906192714	1204
DESI1	VHL	10.8896503135487	6879
API5	GSTP1	10.860795272189407	3806
PTP4A1	RAB3B	10.855280106994385	8340
PGAM5	RAB11A	10.83224949332758	8457
SFTPC	UBC	10.810957959595186	17584
ITPKA	RAB7A	10.789249840306248	4854
BCAP31	SOCS2	10.78906994002196	18710
CCNC	RMI2	10.763069802367184	3489
MAGOH	ZBTB48	10.742327345791999	4232
FRAT1	PTS	10.69215905446731	1684
EFNB2	ITGB1BP1	10.692126484700012	27757
LACTB2	SNRPE	10.685779357300923	2829
SRPK2	TAF11	10.67222313681544	21596
AIF1L	DUSP9	10.641068083297938	20214
POLR2G	RPS6KB1	10.630232441332112	8370
FANCF	SMAD4	10.614083811681354	13805
DUSP22	RUVBL2	10.611416978232825	29226
ITPK1	PDE6D	10.589045038546281	6840
LAMTOR3	NACA	10.573068400941693	3155
CUL5	IL22	10.548067411412063	14649
POLR2G	YOD1	10.53731548646443	9660
OTUD5	SF3B1	10.521126990628087	28450
AGR3	MAP3K2	10.515582772449008	15504
PPIF	TPRKB	10.46478671532465	10008
CCNDBP1	GTF2B	10.453968595741578	7700
ARL2	RAP1A	10.452583916776163	5749
GALM	PBX1	10.435968364153531	30354
ATF4	UBE2F	10.418742915991658	12414
BRK1	FDPS	10.397956987989232	3556
PARN	S100A13	10.341345467467285	14218
NIP7	RPS27A	10.326363700298316	1641
CARHSP1	CDC26	10.314012460766392	5506
SUMO2	UPP2	10.206041782155353	8026
CD5	TCERG1	10.183213415817029	27810
ALKBH2	TAF11	10.151350940401585	10872
FDPS	HSBP1	10.08408831004764	8520
FIGNL1	JUND	10.073409882769496	36583
PLEKHB2	UXS1	10.028484838008016	10471
PDCD10	WIF1	10.025378328538068	14310
ACOT13	ASF1A	10.018027962427851	7664
DBF4	TCEB2	10.01336908038304	25734
RMI2	SNX1	9.94839107629889	9669
PGAM5	SCOC	9.716713093174299	3959
EIF4EBP2	RAB6B	9.712862810142106	3445
ADAM33	UBE2L3	9.63035283085604	30801
GLRX5	MEF2B	9.600473753297408	3750
BCL2A1	PPWD1	9.578158207218273	30182
GMFG	SUMO3	9.44822857088375	2978
TAF13	TFDP1	9.43767818455288	1230
SPEG	WDR5	9.426440970591244	4502
NFYC	RHOB	9.382470649520577	10473
RAB7A	SPOP	9.367160030869869	2566
CALM3	RPL10	9.348313667199484	1185
BCL2A1	MAPRE1	9.346996972256406	17860
CTNNBIP1	ESRRA	9.336299072252952	9480
ARHGDIB	S100A13	9.335242048540145	5633
SHFM1	SSH2	9.33418052586206	4082
CASP7	MAGOH	9.326933657914466	1572
AIF1	PAIP2	9.314091469289053	34185
TXNDC12	UBE2F	9.202659717098634	2415
CTNNBIP1	NCS1	9.06712960397294	1877
TAF13	TDG	9.012282177650079	1650
CCNB1	NHP2L1	8.873412187300076	7931
BRK1	BTRC	8.743656300290091	2349
MTPN	TNFRSF6B	8.734210117774339	8009
CD40	STARD5	8.65074947268812	1395
GSTP1	UBA52	8.37998872329986	756
PDLIM5	PVRL2	8.309206506453677	3860
CCNDBP1	MBNL1	8.213058033328021	21750
SUMO3	TERF1	8.157553470738947	1261
ACYP1	RABIF	8.113959127746028	3652
BRK1	UBE2D3	8.023588894248665	642
MAP2K2	NEDD8	7.833412824673651	1722
ERH	XRCC4	7.726799091196973	5307
MAPRE1	S100A3	7.64024542110878	3798
SNRPD3	UBE2J2	7.565019259846352	3098
CAB39	HEBP2	7.516214447954992	16124
SENP7	SHFM1	5.551784031814826	1590
CD40	TERF1	5.445736086361478	443
